group_number,frame_count,start,duration,activity
0,35,0.03333333276450512,1.1666666467576792,0.5183767259069723
1,184,1.1999999795221843,6.133333228668942,0.07708057532821866
2,135,7.333333208191125,4.4999999232081915,0.4763438941108682
3,46,11.833333131399318,1.5333333071672355,0.0013574201716565204
4,51,13.366666438566552,1.699999970989761,0.0119918042047914
5,50,15.066666409556314,1.666666638225256,0.49306623414149997
6,84,16.733333047781567,2.79999995221843,0.5934818988582233
